model,reg,kernel,sm,dram,mem,occ,theo_occ,l2,dur,maxbw
lfm2.5-8b-a1b,agent_decode_b32,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",1.83,1.02,1.69,12.28,100.0,59.28,3.04,1.69
lfm2.5-8b-a1b,agent_decode_b32,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",1.83,1.02,1.69,12.28,100.0,59.28,3.04,1.69
lfm2.5-8b-a1b,agent_decode_b32,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",1.83,1.02,1.69,12.28,100.0,59.28,3.04,1.69
lfm2.5-8b-a1b,agent_decode_b32,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",1.83,1.02,1.69,12.28,100.0,59.28,3.04,1.69
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_TNT,8.05,50.82,50.82,14.13,18.75,10.32,10.4,50.82
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_TNT,8.05,50.82,50.82,14.13,18.75,10.32,10.4,50.82
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_TNT,8.05,50.82,50.82,14.13,18.75,10.32,10.4,50.82
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_TNT,8.05,50.82,50.82,14.13,18.75,10.32,10.4,50.82
lfm2.5-8b-a1b,agent_decode_b32,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",5.95,1.68,4.36,19.99,100.0,69.17,5.15,4.36
lfm2.5-8b-a1b,agent_decode_b32,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",5.95,1.68,4.36,19.99,100.0,69.17,5.15,4.36
lfm2.5-8b-a1b,agent_decode_b32,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",5.95,1.68,4.36,19.99,100.0,69.17,5.15,4.36
lfm2.5-8b-a1b,agent_decode_b32,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",5.95,1.68,4.36,19.99,100.0,69.17,5.15,4.36
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x16_64x16_4x2_v_bz_TNT,7.58,24.38,24.38,14.08,18.75,11.53,7.3,24.38
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x16_64x16_4x2_v_bz_TNT,7.58,24.38,24.38,14.08,18.75,11.53,7.3,24.38
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x16_64x16_4x2_v_bz_TNT,7.58,24.38,24.38,14.08,18.75,11.53,7.3,24.38
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x16_64x16_4x2_v_bz_TNT,7.58,24.38,24.38,14.08,18.75,11.53,7.3,24.38
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_128x32_64x10_4x1_v_bz_TNT,10.1,68.08,68.08,14.23,18.75,6.93,18.85,68.08
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_128x32_64x10_4x1_v_bz_TNT,10.1,68.08,68.08,14.23,18.75,6.93,18.85,68.08
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_128x32_64x10_4x1_v_bz_TNT,10.1,68.08,68.08,14.23,18.75,6.93,18.85,68.08
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_128x32_64x10_4x1_v_bz_TNT,10.1,68.08,68.08,14.23,18.75,6.93,18.85,68.08
lfm2.5-8b-a1b,agent_decode_b32,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",4.68,6.47,6.47,39.62,87.5,39.96,3.01,6.47
lfm2.5-8b-a1b,agent_decode_b32,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",4.68,6.47,6.47,39.62,87.5,39.96,3.01,6.47
lfm2.5-8b-a1b,agent_decode_b32,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",4.68,6.47,6.47,39.62,87.5,39.96,3.01,6.47
lfm2.5-8b-a1b,agent_decode_b32,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",4.68,6.47,6.47,39.62,87.5,39.96,3.01,6.47
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_splitK_TNT,8.11,52.81,52.81,13.89,18.75,10.66,12.03,52.81
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_splitK_TNT,8.11,52.81,52.81,13.89,18.75,10.66,12.03,52.81
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_splitK_TNT,8.11,52.81,52.81,13.89,18.75,10.66,12.03,52.81
lfm2.5-8b-a1b,agent_decode_b32,nvjet_tst_64x32_64x16_4x1_v_bz_splitK_TNT,8.11,52.81,52.81,13.89,18.75,10.66,12.03,52.81
lfm2.5-8b-a1b,agent_decode_b32,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",1.32,1.0,1.58,5.0,75.0,58.87,3.58,1.58
lfm2.5-8b-a1b,agent_decode_b32,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",1.32,1.0,1.58,5.0,75.0,58.87,3.58,1.58
lfm2.5-8b-a1b,agent_decode_b32,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",1.32,1.0,1.58,5.0,75.0,58.87,3.58,1.58
lfm2.5-8b-a1b,agent_decode_b32,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",1.32,1.0,1.58,5.0,75.0,58.87,3.58,1.58
lfm2.5-8b-a1b,agent_decode_b32,"void flash::prepare_varlen_num_blocks_kernel<2, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.03,0.04,0.25,3.18,100.0,54.88,5.28,0.25
lfm2.5-8b-a1b,agent_decode_b32,"void flash::prepare_varlen_num_blocks_kernel<2, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.03,0.04,0.25,3.18,100.0,54.88,5.28,0.25
lfm2.5-8b-a1b,agent_decode_b32,"void flash::prepare_varlen_num_blocks_kernel<2, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.03,0.04,0.25,3.18,100.0,54.88,5.28,0.25
lfm2.5-8b-a1b,agent_decode_b32,"void flash::prepare_varlen_num_blocks_kernel<2, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.03,0.04,0.25,3.18,100.0,54.88,5.28,0.25
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cute::tuple<cute::C<192>, cute::C<128>, cute::C<64>>, 64, cutlass::bfloat16_t, float, arch::Sm90, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<192>, cute::C<64>, cute::C<128>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm90, 384, 1, 1, 1, 0>, flash::VarlenDynamicPersistentTileScheduler<192, 128, 384, 128, 1, 1, 1, 0, 1, 1>>>>(T1::Params)",45.81,45.13,45.13,24.88,25.0,4.11,84.32,45.13
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cute::tuple<cute::C<192>, cute::C<128>, cute::C<64>>, 64, cutlass::bfloat16_t, float, arch::Sm90, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<192>, cute::C<64>, cute::C<128>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm90, 384, 1, 1, 1, 0>, flash::VarlenDynamicPersistentTileScheduler<192, 128, 384, 128, 1, 1, 1, 0, 1, 1>>>>(T1::Params)",45.81,45.13,45.13,24.88,25.0,4.11,84.32,45.13
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cute::tuple<cute::C<192>, cute::C<128>, cute::C<64>>, 64, cutlass::bfloat16_t, float, arch::Sm90, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<192>, cute::C<64>, cute::C<128>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm90, 384, 1, 1, 1, 0>, flash::VarlenDynamicPersistentTileScheduler<192, 128, 384, 128, 1, 1, 1, 0, 1, 1>>>>(T1::Params)",45.81,45.13,45.13,24.88,25.0,4.11,84.32,45.13
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cute::tuple<cute::C<192>, cute::C<128>, cute::C<64>>, 64, cutlass::bfloat16_t, float, arch::Sm90, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<192>, cute::C<64>, cute::C<128>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm90, 384, 1, 1, 1, 0>, flash::VarlenDynamicPersistentTileScheduler<192, 128, 384, 128, 1, 1, 1, 0, 1, 1>>>>(T1::Params)",45.81,45.13,45.13,24.88,25.0,4.11,84.32,45.13
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<16>, cute::C<64>>, 4, 256, 1, 0, 1, cutlass::bfloat16_t, float, arch::Sm90>>(T1::Params)",2.54,0.14,0.72,8.92,62.5,56.58,2.18,0.64
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<16>, cute::C<64>>, 4, 256, 1, 0, 1, cutlass::bfloat16_t, float, arch::Sm90>>(T1::Params)",2.54,0.14,0.72,8.92,62.5,56.58,2.18,0.64
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<16>, cute::C<64>>, 4, 256, 1, 0, 1, cutlass::bfloat16_t, float, arch::Sm90>>(T1::Params)",2.54,0.14,0.72,8.92,62.5,56.58,2.18,0.64
lfm2.5-8b-a1b,agent_decode_b32,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<16>, cute::C<64>>, 4, 256, 1, 0, 1, cutlass::bfloat16_t, float, arch::Sm90>>(T1::Params)",2.54,0.14,0.72,8.92,62.5,56.58,2.18,0.64
lfm2.5-8b-a1b,agent_decode_b64,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",3.43,1.8,2.73,11.0,100.0,60.37,3.23,2.73
lfm2.5-8b-a1b,agent_decode_b64,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",3.43,1.8,2.73,11.0,100.0,60.37,3.23,2.73
lfm2.5-8b-a1b,agent_decode_b64,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",3.43,1.8,2.73,11.0,100.0,60.37,3.23,2.73
lfm2.5-8b-a1b,agent_decode_b64,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",3.43,1.8,2.73,11.0,100.0,60.37,3.23,2.73
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_TNT,16.17,52.29,52.29,14.09,18.75,17.16,10.18,52.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_TNT,16.17,52.29,52.29,14.09,18.75,17.16,10.18,52.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_TNT,16.17,52.29,52.29,14.09,18.75,17.16,10.18,52.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_TNT,16.17,52.29,52.29,14.09,18.75,17.16,10.18,52.29
lfm2.5-8b-a1b,agent_decode_b64,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",10.26,2.88,7.43,35.86,100.0,69.25,5.86,7.43
lfm2.5-8b-a1b,agent_decode_b64,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",10.26,2.88,7.43,35.86,100.0,69.25,5.86,7.43
lfm2.5-8b-a1b,agent_decode_b64,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",10.26,2.88,7.43,35.86,100.0,69.25,5.86,7.43
lfm2.5-8b-a1b,agent_decode_b64,"void causal_conv1d_update_kernel<Causal_conv1d_update_kernel_traits<64, 3, c10::BFloat16, c10::BFloat16>, 0>(ConvParamsBase)",10.26,2.88,7.43,35.86,100.0,69.25,5.86,7.43
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_24x64_64x16_4x1_v_bz_TNN,10.1,23.88,23.88,14.31,18.75,34.18,7.58,23.88
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_24x64_64x16_4x1_v_bz_TNN,10.1,23.88,23.88,14.31,18.75,34.18,7.58,23.88
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_24x64_64x16_4x1_v_bz_TNN,10.1,23.88,23.88,14.31,18.75,34.18,7.58,23.88
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_24x64_64x16_4x1_v_bz_TNN,10.1,23.88,23.88,14.31,18.75,34.18,7.58,23.88
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_144x64_64x8_4x1_v_bz_TNN,19.1,64.29,64.29,13.73,18.75,10.31,20.16,64.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_144x64_64x8_4x1_v_bz_TNN,19.1,64.29,64.29,13.73,18.75,10.31,20.16,64.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_144x64_64x8_4x1_v_bz_TNN,19.1,64.29,64.29,13.73,18.75,10.31,20.16,64.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_144x64_64x8_4x1_v_bz_TNN,19.1,64.29,64.29,13.73,18.75,10.31,20.16,64.29
lfm2.5-8b-a1b,agent_decode_b64,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",8.95,12.29,12.29,38.63,87.5,37.94,3.17,12.29
lfm2.5-8b-a1b,agent_decode_b64,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",8.95,12.29,12.29,38.63,87.5,37.94,3.17,12.29
lfm2.5-8b-a1b,agent_decode_b64,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",8.95,12.29,12.29,38.63,87.5,37.94,3.17,12.29
lfm2.5-8b-a1b,agent_decode_b64,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",8.95,12.29,12.29,38.63,87.5,37.94,3.17,12.29
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_splitK_TNT,15.66,52.01,52.01,14.0,18.75,17.48,12.48,52.01
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_splitK_TNT,15.66,52.01,52.01,14.0,18.75,17.48,12.48,52.01
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_splitK_TNT,15.66,52.01,52.01,14.0,18.75,17.48,12.48,52.01
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x64_64x13_4x1_v_bz_splitK_TNT,15.66,52.01,52.01,14.0,18.75,17.48,12.48,52.01
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x32_64x16_4x2_v_bz_TNT,10.06,32.24,32.24,13.07,18.75,18.14,8.32,32.24
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x32_64x16_4x2_v_bz_TNT,10.06,32.24,32.24,13.07,18.75,18.14,8.32,32.24
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x32_64x16_4x2_v_bz_TNT,10.06,32.24,32.24,13.07,18.75,18.14,8.32,32.24
lfm2.5-8b-a1b,agent_decode_b64,nvjet_tst_64x32_64x16_4x2_v_bz_TNT,10.06,32.24,32.24,13.07,18.75,18.14,8.32,32.24
lfm2.5-8b-a1b,agent_decode_b64,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2.68,1.98,3.01,7.15,75.0,58.28,3.55,3.01
lfm2.5-8b-a1b,agent_decode_b64,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2.68,1.98,3.01,7.15,75.0,58.28,3.55,3.01
lfm2.5-8b-a1b,agent_decode_b64,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2.68,1.98,3.01,7.15,75.0,58.28,3.55,3.01
lfm2.5-8b-a1b,agent_decode_b64,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2.68,1.98,3.01,7.15,75.0,58.28,3.55,3.01
